"","y","alpha","D","X0","X1","X2","X3","X4","tau_pred_grf"
"1",-0.258755352257001,1,0,1.28795766115544,-1.87795066072423,0.733561634580498,-0.282766003263736,-0.92215028645567,109.953379821681
"2",-1.05445616194989,1,0,-0.712379322843909,1.41875974933205,-0.257261456655585,0.00192807703860122,-1.01769784745677,107.544432704294
"3",-1.38961209912255,1,0,-0.111508132776406,-0.00231857257970733,-1.6205009095413,0.332710203697956,-1.5373095121762,111.678937639822
"4",0.329344449766591,1,0,1.08680078835303,-0.797793273615123,0.58468330476382,-1.78047008976856,-0.613916326579001,110.317731085807
"5",0.0361367062662007,1,1,1.54005984025614,1.79513188641934,0.422173750180329,0.0872433389294881,-2.16079142628415,44.1086448098668
"6",-1.34090509778363,1,0,-0.854730873706392,-0.75578611022591,0.948967793820764,0.0475149053709769,-0.38326338691421,112.978740186419
"7",-2.64085732342332,1,1,0.498431970393943,-0.352603250156557,-2.2106970166068,-0.0942613787115558,-0.577099446483726,108.461567827422
"8",2.09623180837124,1,1,-0.075957534215633,1.56949929315305,-0.144859413875456,0.715047786401348,3.05514376318137,35.8350402670898
"9",0.630539030671127,1,0,-0.0552153403815371,2.19317181204782,0.440143198377035,0.497176275226612,-0.224248063033971,46.046109275412
"10",-1.23432365720938,1,0,-1.43645899383325,1.7029966393603,0.899391618914656,-0.700458871856492,0.29786633041736,44.119715583028
"11",0.316562276623318,1,0,0.212334277554545,1.52697393780069,1.48185540071608,-0.760113018056405,-0.654585409197808,98.6162365794504
"12",0.337127115422118,1,0,-2.65526989887566,0.853421041428891,2.35529889887101,-0.00238714505711286,0.582864625497933,110.284079683444
"13",-0.225520019166035,1,1,-1.16586487106025,0.391061750072148,-0.539409591401389,0.989442642517422,-0.374471902204375,113.48848866185
"14",-1.1995608516928,1,1,-0.360808496626808,0.865830966340469,-0.262966669122889,0.0691990819215859,-1.16181273934387,111.54268873469
"15",2.2857684366393,1,1,-1.23787303438958,0.528193363075119,0.31837400351031,-0.633479199407528,0.507689727382571,112.772088494656
"16",-0.899598920488114,1,0,-0.0861385036136463,0.0457663550229188,0.786127327298465,-1.81212274061973,-1.70253374499812,111.162762946394
"17",0.512449445350194,1,1,0.18376115774107,-1.11647653873099,-0.622418697689071,0.337141699668641,0.683152082860475,113.245283967701
"18",1.53960306139141,1,1,0.664245227632264,0.802944791591748,-0.34389987687855,-0.102853527183588,0.808597294022843,107.211542290046
"19",-0.946473759079325,1,0,-0.761101362242044,0.211688770061448,1.48497101388045,1.22101276665026,-0.719646598884671,109.741731739034
"20",0.0554203018861681,1,1,0.686903967433497,1.7879269922834,-1.89612541447666,-0.226215431547909,-0.470838268295799,43.15387450889
"21",0.0376502538324431,1,0,0.362868117691518,1.55060129789499,1.36533040747558,-0.111096651664128,-1.33704743204488,98.23257386733
