y,alpha,D,X0,X1,X2,X3,X4
-0.25875535225700147,1.0,0.0,1.287957661155443,-1.8779506607242262,0.7335616345804981,-0.28276600326373597,-0.9221502864556697
-1.0544561619498851,1.0,0.0,-0.7123793228439088,1.4187597493320545,-0.2572614566555852,0.0019280770386012219,-1.0176978474567715
-1.3896120991225516,1.0,0.0,-0.11150813277640642,-0.0023185725797073304,-1.620500909541297,0.3327102036979562,-1.5373095121761968
0.32934444976659094,1.0,0.0,1.0868007883530344,-0.7977932736151229,0.5846833047638201,-1.7804700897685553,-0.6139163265790011
0.03613670626620069,1.0,1.0,1.5400598402561434,1.7951318864193397,0.4221737501803286,0.08724333892948812,-2.160791426284153
-1.3409050977836268,1.0,0.0,-0.8547308737063916,-0.7557861102259097,0.9489677938207645,0.047514905370976857,-0.3832633869142103
-2.640857323423319,1.0,1.0,0.49843197039394305,-0.35260325015655675,-2.2106970166067983,-0.09426137871155583,-0.5770994464837259
2.096231808371244,1.0,1.0,-0.07595753421563298,1.569499293153047,-0.14485941387545606,0.7150477864013481,3.0551437631813734
0.6305390306711269,1.0,0.0,-0.05521534038153706,2.193171812047815,0.44014319837703514,0.4971762752266121,-0.22424806303397057
-1.2343236572093779,1.0,0.0,-1.4364589938332508,1.7029966393603024,0.8993916189146565,-0.7004588718564918,0.29786633041736016
0.3165622766233181,1.0,0.0,0.21233427755454523,1.5269739378006948,1.4818554007160785,-0.7601130180564054,-0.6545854091978084
0.3371271154221185,1.0,0.0,-2.655269898875664,0.8534210414288907,2.3552988988710095,-0.002387145057112863,0.5828646254979327
-0.2255200191660347,1.0,1.0,-1.1658648710602464,0.3910617500721484,-0.5394095914013893,0.989442642517422,-0.3744719022043749
-1.199560851692803,1.0,1.0,-0.36080849662680814,0.8658309663404686,-0.2629666691228893,0.06919908192158593,-1.1618127393438713
2.2857684366392954,1.0,1.0,-1.23787303438958,0.5281933630751193,0.3183740035103096,-0.6334791994075284,0.5076897273825707
-0.8995989204881141,1.0,0.0,-0.08613850361364633,0.045766355022918766,0.7861273272984651,-1.8121227406197309,-1.70253374499812
0.512449445350194,1.0,1.0,0.1837611577410702,-1.1164765387309885,-0.6224186976890713,0.33714169966864055,0.6831520828604747
1.539603061391406,1.0,1.0,0.6642452276322639,0.8029447915917479,-0.3438998768785501,-0.10285352718358812,0.8085972940228427
-0.9464737590793246,1.0,0.0,-0.7611013622420444,0.21168877006144785,1.4849710138804495,1.2210127666502577,-0.7196465988846708
0.055420301886168144,1.0,1.0,0.6869039674334969,1.7879269922833987,-1.8961254144766595,-0.2262154315479091,-0.4708382682957994
0.03765025383244308,1.0,0.0,0.3628681176915179,1.5506012978949852,1.3653304074755825,-0.11109665166412845,-1.3370474320448844
2.2051382766472973,1.0,0.0,0.4923412979359031,-0.5442224071198699,1.9522573308174296,0.7535218567564609,0.18934937743105154
-0.10482131074781204,1.0,1.0,-1.9747898178969454,-2.4962852900298738,0.6049931288121996,-0.8350783181784679,1.4210297320027536
1.1926034550091338,1.0,1.0,-0.2018577335234235,-0.5942490329508556,1.2772845248661175,0.28505942563816106,1.5262576121426836
-2.9842699901155063,1.0,0.0,-1.2913434254277953,0.5532858275097589,-0.7435102333409614,-1.456949628538981,-0.4392102212643328
-1.5486931129579604,1.0,0.0,0.23700084134259605,2.6573279893739548,1.2044672355094332,-1.6234769580133583,-1.25381194986852
2.1436385900783534,1.0,1.0,-0.8869718801420868,1.4303340181221462,0.08365352840605679,0.9624074764344864,0.7788602921667579
0.10470108497382469,1.0,0.0,0.22024818955583417,1.6211950346918245,-0.6044917251621914,0.6161267467904666,-0.4099245813269353
-0.9078228318395534,1.0,0.0,-0.019804556448938672,0.8645994853262715,-1.2035630173930671,-0.029370100603188846,-0.00285540987366558
0.45467210059508584,1.0,0.0,-0.9003477528743234,0.49712061182119516,0.7629397501238768,0.9265545299773691,-0.2008376917012413
-0.8858119758433471,1.0,1.0,-1.651220648194337,-0.03573214748224747,-0.5884099183746453,0.22003392297340058,0.07898052424507121
-3.1446542388784247,1.0,1.0,0.6838241309402858,-0.6764384421937653,1.2701911308352842,0.28173906177891045,-1.3702256210784576
-1.4967295145026072,1.0,1.0,0.7882146180901041,1.8203284801095603,-1.5429998613478264,0.7394337912427102,-0.1542393918692683
-1.3645470133693185,1.0,1.0,-0.5700554533915534,1.2288747875165547,0.12649209034686296,0.012452983535832669,-1.4909236489052236
-0.4470923191653544,1.0,1.0,-0.7255697034067723,1.1004927049044229,-0.3304858372337178,0.10650985859119681,-0.991208176272396
0.5175107756019128,1.0,0.0,-0.23297338867695436,-0.2895514323192145,1.1142015737895794,0.7676658988831749,-0.0445835299629624
-4.171745807373578,1.0,1.0,-2.715220879125985,-0.9390766152697878,1.4527788694029653,-0.681625258680768,-1.4829804705251104
1.0985054819055131,1.0,0.0,-0.4561920455367467,-0.28631552171031033,0.23110422343252474,0.2546227911901149,1.4879309630884594
1.713531182010797,1.0,0.0,0.0793484058923251,1.5981276973701033,-0.13232088947172593,-1.2838676404700806,1.7184876292907765
-4.032562645327308,1.0,0.0,-0.8781916147207177,-0.8549882563334562,1.6612576338023894,-0.26503012150805694,-2.336527913892891
-0.1676621289711946,1.0,0.0,0.8648032749651927,1.9571506915683479,-0.6954578518373493,-0.7698921218057436,-0.26004708698709234
1.2213389346298837,1.0,1.0,0.6287470200082438,1.642352419593976,0.21172585556090437,1.7175064374221538,-1.0938583428178579
2.4260529877969392,1.0,1.0,-1.2046268347903246,0.5598254105663422,-0.4949991601008319,1.2542762643505392,1.789546865853201
0.01086454804313322,1.0,1.0,0.45515992282796786,0.41379212771934504,-0.0026990007095625992,0.6954414298462228,-1.4329285706677475
1.3530677630501464,1.0,0.0,1.4271417324155007,0.6273119969194464,-0.9227597316266535,0.6312728424931484,-0.011736690979545092
0.8517458692794855,1.0,1.0,-0.9068415816949131,-0.22713810195489903,0.46738164177877145,1.6228379024594928,0.7173766262983804
-0.8977565350234604,1.0,0.0,-0.1250456012011278,-1.0357980407998806,0.9306631631129686,-0.47748594187595506,-0.2175971780895687
1.1600786653599604,1.0,1.0,-0.18849028505603543,-0.17005099621156305,1.353501979114225,-1.4814150207636918,1.0958225612057817
0.6245953250236851,1.0,0.0,-0.9917811680022613,0.3282272673293626,0.24658311405139863,0.9734535646871281,0.9882598565927386
-1.0563448450973398,1.0,0.0,-0.7161315617937591,-0.4565244035551536,-1.8889844843729662,-0.111860374740483,-0.1600256134233521
2.0065978522742833,1.0,0.0,-0.8367621506458427,0.8672213028200676,-1.356959840456393,-0.21381267421328654,0.525703841112036
-2.5369465506069115,1.0,0.0,0.9410508669493793,-0.8362069719876835,-0.6718445402006807,-0.49947088362157444,-0.6152440024514803
-0.744671341850569,1.0,0.0,-0.6525998800693202,0.7806004944614052,-0.49501092290600307,0.2772964603879225,0.5832235119058706
1.4631320162183192,1.0,1.0,-1.470886733026192,1.558315354829345,0.565989682670046,-0.6676421111976613,-0.24148863311272828
-0.48841499950423406,1.0,1.0,0.8477173240966102,0.9278807494080107,1.8077006771883586,-0.8338244985534549,-1.3905364930034028
-1.2661097489460893,1.0,0.0,-1.3459093595838767,-0.13604601497684712,0.6925155856185727,1.011819297441403,-0.8344703446092728
-0.5437374724268766,1.0,0.0,-0.9450227260371042,-1.1062311285916515,2.1568184977611145,-1.4471291651679496,0.05379306867056264
-3.865772782106782,1.0,1.0,-1.8265626237482169,0.28459562009488737,0.5842388246340215,-0.5044092743260723,-0.9253108926685446
