D,X0,X1,X2,X3,X4,X5,y,Y0,Y1
0,1.1086969686223584,-0.8427240538292873,1.9699244478698945,1.2661185298577784,-0.5058765397605117,2.5452007784710537,11.789546450128181,0.25835207971097596,11.789546450128181
1,0.48991416530698034,1.0808119130554454,0.48431215412066475,0.5791404787067285,-0.18158257273119596,1.4102046311312142,-0.4667089668833584,-0.4667089668833584,-0.5263237587110696
0,-1.726211594293171,-0.3744716909802062,0.27519831557632024,-0.9607546117337881,0.37692697499528294,0.033438928508628576,-2.5232311233578897,-2.6220875554023557,-2.5232311233578897
0,0.7777593998391249,0.6805672443551206,-1.563496690099942,-0.5666976204319573,-0.24214951424260323,1.5143912837240117,6.97604956193896,-2.830471729236465,6.97604956193896
0,-1.093629684608009,-0.3330574014413246,0.0473648172902994,1.4627404474484047,1.5350291291191829,0.5664400380293182,-1.1307783672734126,-0.44466999948385055,-1.1307783672734126
0,0.0687950216163651,0.1492650917123343,-1.0782780025830905,1.3954722703060645,1.7874840455630026,-0.5695172638907428,4.417011770382812,-1.3692547950240264,4.417011770382812
0,0.8682334813564807,0.17538653266921242,-0.4625055394360726,-1.085800595475628,0.6397359949354733,-0.38586333644309273,4.755775023062241,-2.957728230594463,4.755775023062241
1,-1.2756376232251314,-0.7757623533740768,0.9957113486470573,-1.9332047794071159,0.24853062742969095,-0.03124533542395122,-3.0105401858707905,-3.0105401858707905,-2.5378125919284695
0,-0.10965783463174444,-0.13947396248967217,-0.19065597921264138,0.44863752749053837,-0.992429771658585,-0.22593965569142896,0.8646137408554049,-2.8327881472959193,0.8646137408554049
0,0.15631844620069685,-1.6545707665122271,-0.6397226377122045,-0.47941980121364003,0.3113635032767906,-0.7760204669235409,0.41799504476223515,-4.06748974677566,0.41799504476223515
0,-0.2738377010762161,-0.30736481038200775,-0.36652394095310614,1.1197119621889602,-0.4579224204039029,0.42539339846964996,2.1579658401890316,-2.0790242748229235,2.1579658401890316
0,1.6019229189982949,-0.027971183469780222,1.4759898324822718,0.6467800971387857,-0.3643343119343121,-0.6787773894547808,10.158563982534217,-1.3098016960964944,10.158563982534217
1,0.612958854453377,-0.3536278564808815,-0.7407474706616464,-0.6750218315624023,-0.13278425612003888,0.6198010633228139,-3.1943304909080674,-3.1943304909080674,-3.4872180587187698
0,0.8509801206417246,1.7911684612099155,0.17100043816579447,-1.7256713515873643,0.16065854034812202,-0.858985320630042,5.223348041303775,-2.4650608549299493,5.223348041303775
0,0.501853476807938,-0.20642094232547897,0.4884264674526133,-0.8383309655321101,0.38116374443537404,-0.9909032821575836,5.659923114663875,-2.735226987362876,5.659923114663875
0,-0.5446079816418544,1.0178800497172846,0.34158739594413723,-1.250886216057312,0.9252507517503312,-0.9047861581686361,0.3324276092573837,-2.0840572149354912,0.3324276092573837
0,1.255061274964868,1.8436915300279588,1.5255072386625639,-1.445535581617193,0.377160611108241,-0.07055722918362475,9.1690841043619,-0.8466613603187552,9.1690841043619
0,0.885728190135986,0.6041597071163749,0.4721489975165859,0.8199172930519578,0.9075196171068387,-0.5858228746593539,9.472602177464022,-0.8440628135825208,9.472602177464022
0,0.6253307512784598,0.9375588422367473,-0.2546080917850404,0.9735987122811475,0.20728277243476398,1.0996419726694937,6.000055682713603,-0.7557162862297386,6.000055682713603
0,-0.1550694946865689,0.9398969807980037,0.6063890007417859,0.0017608407142712342,-0.9901601425103287,1.872394078525924,2.172830516405109,-1.0495317642274853,2.172830516405109
1,0.37957942947708984,-0.24107359045991097,0.05334490701920273,1.030815947669532,-1.2769889870258138,0.8377197651449277,-2.067551838399404,-2.067551838399404,-2.0903096675597217
1,0.6905039390785023,-1.4901114123650248,-1.0702150031640365,-0.2091286173646257,0.6045722768300837,-1.743058230922982,-4.372119827992927,-4.372119827992927,-3.8802731013578993
0,-0.06229076970325537,1.5242268127657568,1.8635753177880086,1.2913779205556575,1.3006962715024495,0.9182028263859223,7.052383412700364,1.791617999889044,7.052383412700364
0,0.7213411099009137,-0.15880047157470745,-0.9640633588415822,-1.9907788200002425,0.08973072690130822,0.11485387954452174,4.586001818521424,-4.1328884897528315,4.586001818521424
1,1.666349308584119,-0.585815182419695,0.29877203836191896,0.22225990173870838,0.43518296756137465,-0.04574809909962204,-2.0099434731605514,-2.0099434731605514,-1.6497172500015607
1,0.5108879051845914,0.049898414237597756,-0.9355304554703544,0.2873876518676211,0.3604272671140195,0.408148119296598,-2.352996475298547,-2.352996475298547,-1.087024092227354
1,0.9692158859716711,-1.9407156760215802,1.444835710018092,0.19286086320953463,-0.4208648204222881,1.7402534609379348,-1.661397184067251,-1.661397184067251,-1.7753896360668202
0,-0.3081845885666316,-0.3640867757814793,1.343954419584932,-0.8182209613286916,0.08270993579791167,-1.291058455346977,3.195238518527463,-2.4875546987416253,3.195238518527463
1,-1.8181267593535384,-0.6611042318158495,-1.1801910156259166,0.197642638146143,0.4138999766425578,1.1973219806427609,-2.608804293187575,-2.608804293187575,-2.3214812665864155
1,-0.12485071691334194,1.8833538579153102,0.7142238203796749,2.2843333544703444,1.5641025797286243,0.6111037098657089,1.7786466254182942,1.7786466254182942,1.1600388549034322
1,0.8924331862813168,-0.8773633217919377,-1.6210874964712072,-0.5816729970873883,-0.5378339530983239,-1.5560236776953074,-5.197609515601055,-5.197609515601055,-5.294201553615836
0,0.10881545305933647,-0.05446484378125436,-1.8112787909180463,-0.6311752177478401,-0.928159184570213,1.4907219169590233,1.9502864236795672,-3.8337658965093038,1.9502864236795672
0,0.3162561376665601,0.1954993352753277,-0.47160433354782627,1.8123546515314615,-2.2941374787994175,0.6512093458423532,4.2016135708731674,-2.3655530704175285,4.2016135708731674
0,0.1282008906247124,-1.1304964495022287,-0.7773466557621179,1.1159384541230788,1.3394530165479248,-1.767433651389149,3.5645282962833056,-2.776502658105114,3.5645282962833056
1,1.9890615932808335,0.4244124588283147,1.0893090451046137,-0.38418568099812267,0.6322014141604557,-0.5496559008798231,-1.3618073478674138,-1.3618073478674138,-2.010848447459021
1,-0.6574256719104947,0.5211257395089367,0.10834954876317913,0.26166847688739403,-0.9147553300988593,0.8582377853547566,-1.8674541590275409,-1.8674541590275409,-1.0632425941151729
1,-1.321214152176289,0.09433428997619214,-1.4859038586477893,-1.9005842612433008,-1.1375791970311377,-1.7620388850389275,-5.77670867940075,-5.77670867940075,-4.235612509529364
1,0.6502512011401713,-0.28862321917014844,1.0479822246933699,0.24995754081903795,0.04690446151942483,-1.0322430367309077,-1.9238179726995461,-1.9238179726995461,-0.01506521871121369
0,-0.1472109763793059,0.40318568155495604,-0.684059252016005,1.2623221862070568,-2.005556590963453,-0.3320303964657047,0.6791222471967231,-2.9943682862812757,0.6791222471967231
0,0.08334144723431762,-0.29610040290354395,-2.2183607565639134,-0.18350287900215623,0.3923080556558746,0.24163480655494102,0.5522020529027505,-3.7973603133978506,0.5522020529027505
1,-1.252593168339573,0.10393591227835489,-0.8295711866366616,0.4927593914157971,0.09011279098380783,-0.9975675388380426,-2.8665964584756702,-2.8665964584756702,-2.3871862344994743
0,0.29224970349308804,-0.8000382143947599,0.2070755740546079,0.5234630271892817,-0.6993948213325896,0.9137058074169033,6.328133377578083,-2.2232731941172785,6.328133377578083
