"predictions","debiased.error","excess.error"
0.0623829551442989,1.79872506362869,0.00016677018312067
9.62137987403846,0.263989375041752,0.000227528339517296
-0.064224682654975,0.324330357202069,0.000150758018451197
-0.0837316683278874,0.00588117631828551,3.91722962283257e-05
0.0407422689418587,0.0562485334646163,3.06050583343146e-05
0.0922293729415822,0.354972733199377,7.38076475998156e-05
0.0688985008356853,1.30392694238959,0.000182151043966823
-0.00486924105610165,-1.92125468211622e-05,1.94262260319596e-05
0.55831456771691,0.0111460683966918,0.000195637549171593
-0.0182975809701627,0.00928406579995348,5.14726085577132e-05
-0.0148904956313775,0.911378496034372,0.000191976084751964
-0.029884934416791,0.0173696677936842,2.63886000119548e-05
-0.00233606852037071,1.14769727745741,0.000166370722274867
9.49703529662598,0.00733011316704305,0.000179840282031975
0.0631470427462212,0.256961431354077,0.000140807561488404
7.85312094776294,0.480723175425575,0.000227954801174829
-0.0491405376448156,0.0259829604501301,0.000148935594923864
0.000512438153938528,0.0642506484835568,0.000160911642164334
-0.0445103045872095,5.31912827826254,0.000248810898224148
0.10400555177908,0.0155810157609336,0.00010650446717942
7.3145830257183,0.0955645811736701,0.000163796005923224
4.14609428906798,0.79076686697583,0.00020809262401573
7.30477096975532,0.134462727143435,0.000340101536515115
-0.0623428302685649,3.37081272445366,0.000172234477271663
0.0888937607557146,0.0338812965470224,0.00019038970748831
0.0113121941719247,0.322831299371001,0.00016367913807401
0.126952025690864,0.131890834619053,0.000125743790100134
0.157382536947556,0.00287031433838268,2.74573665115636e-05
-0.0285632227348023,0.019298943204591,4.9427627444692e-05
4.002315342179,0.0420484101572871,8.45624019722846e-05
2.08721615596199,0.357102853503615,0.000247254245327393
-0.0447728484591725,0.019278777977946,2.35773892130158e-05
-0.0456374380166931,0.0126164584557944,3.57272056387485e-05
-0.0501955157974177,0.366423302536971,0.000153077129250209
0.26764021713131,0.0177857914812094,6.26845542126372e-05
-0.0974317989065353,0.0265559061155807,6.82736186666532e-05
2.47017411701141,0.758127982602571,0.000249316919430193
5.75960976101316,0.158296687226559,0.0002988888859164
0.536759633314737,0.101557817460211,0.000228016839831697
-0.0417339747195774,2.78376881267964,0.000180461009563978
8.69812336885393,1.2031128000731,0.000264856613869079
3.03168189298443,0.536526358727208,0.000216136545569246
0.0149293776492097,0.000981647003056851,3.37895265053127e-05
0.672876661741536,0.750455330810876,0.000200027579886741
3.06906823244216,0.0670902339519543,7.72982321186082e-05
0.0288451861731124,0.0348279476558556,3.41430030598719e-05
9.85281493168228,0.0412106189121763,0.000219380057368275
-0.0045155739134543,0.375349602312864,0.000135164253890838
0.0806462027970489,0.004545245266205,8.93823979794667e-05
0.366418763090156,2.19450353633932,0.000269547334126005
9.49279944515732,0.122598024595832,0.000228756116802067
